kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K05690.01,CANDIDATE,CANDIDATE,,17.0497376,0.9703,3.271,478.6,45.89,1971.0,3566.80,6.40,5039.00,2.587,14.9540,13.582,0,0,0,0
K05691.01,FALSE POSITIVE,FALSE POSITIVE,,13.0366377,0.7039,3.184,154.6,2.23,1047.0,283.97,15.40,6084.00,4.009,1.6770,13.543,0,0,1,0
K05692.01,CANDIDATE,CANDIDATE,0.9940,2.64181261,0.608,2.127,70,0.59,834.0,114.08,12.70,4147.00,4.601,0.6830,14.137,0,0,0,0
K05828.01,FALSE POSITIVE,FALSE POSITIVE,,270.98477,70.1733,6.718,13883,11761.1,594.0,29.44,10.70,11068.00,4.377,1.5550,14.977,1,0,0,0
K05829.01,CANDIDATE,CANDIDATE,,583.8531,0.5925,5.09,491,1.97,196.0,0.35,5.40,5591.00,4.559,0.8600,14.857,0,0,0,0
K05830.01,CANDIDATE,CANDIDATE,,72.782432,0.1157,3.726,245.8,11.19,924.0,172.28,8.50,5099.00,3.021,7.3170,13.628,0,0,0,0
K05831.01,CANDIDATE,CANDIDATE,1.0000,10.552241908,0.025,2.7355,954,1.75,485.0,13.12,12.30,4031.00,4.666,0.5850,15.712,0,0,0,0
K05832.01,FALSE POSITIVE,FALSE POSITIVE,0.0010,2.74703312,1.17,2.655,152.2,61.97,2917.0,17132.06,23.10,8237.00,3.753,3.1340,12.597,0,0,1,0
K05833.01,CANDIDATE,CANDIDATE,0.9400,440.171272,0.956,12.217,783.5,5.97,334.0,2.96,38.00,6261.00,4.001,1.6790,13.014,0,0,0,0
K05834.01,CANDIDATE,CANDIDATE,0.0890,37.537859,0.058,6.513,269,1.77,583.0,27.38,8.20,6095.00,4.429,1.0820,15.769,0,0,0,0
K05835.01,CANDIDATE,CANDIDATE,,474.96952,0.5688,4.58,595,2.44,249.0,0.91,6.40,6287.00,4.473,0.9620,15.087,0,0,0,0
K05439.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.864651455,0.235,3.461,67.7,0.69,1720.0,2062.08,16.50,5587.00,4.556,0.8510,14.901,0,0,1,1
K05440.01,CANDIDATE,CANDIDATE,0.7160,74.624063,0.019,8.881,346.9,1.75,448.0,9.49,11.00,6187.00,4.499,0.9370,15.335,0,0,0,0
K05441.01,FALSE POSITIVE,FALSE POSITIVE,1.0000,25.4805211,0.186,10.701,159,1.25,659.0,44.67,17.70,6250.00,4.472,0.9860,13.181,1,0,0,0
K05442.01,FALSE POSITIVE,FALSE POSITIVE,,512.11636,0.5008,9.557,315.4,1.47,198.0,0.36,10.90,5492.00,4.576,0.8120,13.800,1,0,0,0
K05443.01,FALSE POSITIVE,FALSE POSITIVE,,348.61891,0.282,3.567,689,2.4,253.0,0.97,5.80,5911.00,4.519,0.9140,15.306,1,0,0,0
K05444.01,FALSE POSITIVE,FALSE POSITIVE,,368.70839,0.5958,6.08,957,2.87,267.0,1.21,12.20,6409.00,4.523,0.8870,15.417,1,0,1,1
K05445.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.1091096,0.663,10.67,156.7,1.08,855.0,126.12,13.00,5665.00,4.568,0.8200,15.710,1,0,0,0
K05446.01,CANDIDATE,CANDIDATE,,416.9504,0.9542,4.026,479.8,7.35,377.0,4.77,6.90,5751.00,3.708,2.6110,12.692,0,0,0,0
K05567.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,397.3958488,1.19,6.1014,29825,64.56,280.0,1.45,395.70,5544.00,4.146,1.3620,14.857,0,1,0,0
K05568.01,CONFIRMED,CANDIDATE,0.8140,62.134919,0.827,8.711,147.5,6.71,925.0,172.96,10.60,5889.00,3.358,4.9120,13.435,0,0,0,0
K05569.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.667482003,0.052,1.5931,545.5,15.15,3257.0,26549.71,50.20,4678.00,2.756,6.7200,12.882,0,1,1,0
K05570.01,CANDIDATE,CANDIDATE,,574.65297,0.5663,4.37,725,2.28,196.0,0.35,7.40,5596.00,4.553,0.8210,14.789,0,0,0,0
K05571.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.29730786,0.728,4.02,190.8,1.49,1044.0,281.21,13.10,5780.00,4.438,1.0000,10.250,1,0,0,1
K05572.01,CANDIDATE,CANDIDATE,,21.9578446,0.1492,1.038,96.6,0.78,533.0,19.05,6.70,5192.00,4.583,0.8020,13.596,0,0,0,0
K05573.01,FALSE POSITIVE,FALSE POSITIVE,,77.395279,0.1748,5.26,437,6.16,646.0,41.24,7.90,5158.00,3.541,2.9950,13.774,1,0,0,0
K05574.01,CANDIDATE,CANDIDATE,,373.41509,0.0532,6.617,1806,2.55,158.0,0.15,10.00,4236.00,4.642,0.6120,15.850,0,0,0,0
K05693.01,FALSE POSITIVE,FALSE POSITIVE,,612.882452,0.284,2.024,631,2.42,217.0,0.53,7.50,6029.00,4.494,0.9560,14.453,1,0,0,0
K05694.01,CANDIDATE,CANDIDATE,,107.904526,0.2415,2.053,249.4,1.26,337.0,3.05,6.10,5565.00,4.574,0.8020,14.295,0,0,0,0
K05695.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,11.03571773,0.911,5.62958,144955,70.42,991.0,227.54,959.60,6201.00,4.213,1.2300,14.916,0,1,0,0
K05696.01,FALSE POSITIVE,FALSE POSITIVE,0.5070,42.093314,0.035,4.649,886,2.19,407.0,6.47,7.40,4885.00,4.541,0.7630,16.523,0,0,1,0
K05697.01,FALSE POSITIVE,FALSE POSITIVE,,274.10859251,,6.59,,,,,,,,,15.496,1,0,0,0
K05698.01,CANDIDATE,CANDIDATE,,282.029084,0.4082,4.686,312.8,2.33,363.0,4.12,8.10,6886.00,4.305,1.2870,13.490,0,0,0,0
K05699.01,FALSE POSITIVE,FALSE POSITIVE,,339.18109,0.077,5.34,157.9,1.7,332.0,2.88,11.50,6407.00,4.209,1.3440,12.637,1,0,0,0
K05700.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.55650976,0.622,12.7364,687454,283.93,2353.0,7238.22,3867.70,8105.00,3.937,2.4330,11.882,0,1,0,0
K05812.01,CANDIDATE,CANDIDATE,,3.1318392,0.3864,1.632,159.9,1.5,1443.0,1025.14,6.00,6070.00,4.246,1.1590,14.122,0,0,0,0
K05813.01,FALSE POSITIVE,FALSE POSITIVE,,38.27772448,,1.73,,,,,,,,,14.293,1,0,0,0
K05814.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,25.285232337,1.208,4.76313,63021.6,69.68,740.0,70.73,5902.40,6486.00,4.337,1.1360,12.138,0,1,0,0
K05815.01,CANDIDATE,CANDIDATE,,207.767894,0.6973,5.21,320.6,3.52,379.0,4.85,7.70,5210.00,3.894,1.8490,13.744,0,0,0,0
K05816.01,CANDIDATE,CANDIDATE,,82.508054,0.0379,3.806,351.9,14.04,878.0,140.61,11.40,4986.00,3.010,7.7330,12.594,0,0,0,0
K05817.01,CANDIDATE,CANDIDATE,0.9500,113.083522,0.039,10.315,130.7,1.59,450.0,9.65,13.00,5903.00,4.179,1.4000,13.336,0,0,0,0
K05818.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.23138339,0.348,3.943,72.7,0.82,1648.0,1746.21,21.00,5791.00,4.505,0.9580,14.804,0,1,1,1
K05819.01,CANDIDATE,CANDIDATE,,381.37504,0.3515,16.57,286.5,1.24,212.0,0.48,11.80,5513.00,4.614,0.7290,14.182,0,0,0,0
K05447.01,FALSE POSITIVE,FALSE POSITIVE,,322.55663046,,3.74,,,,,,,,,12.750,1,0,0,0
K05448.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.2269859,0.561,14.241,160.3,0.79,603.0,31.23,26.20,4347.00,4.645,0.6090,14.941,1,0,1,1
K05449.01,FALSE POSITIVE,FALSE POSITIVE,0.7680,0.762724045,1.252,1.98818,9782.2,41.02,1860.0,2827.50,451.70,5313.00,4.390,0.9760,14.500,0,1,0,0
K05450.01,FALSE POSITIVE,FALSE POSITIVE,,206.76425774,,2.57,,,,,,,,,15.996,1,0,0,0
K05451.01,CANDIDATE,CANDIDATE,,529.39169,0.037,10.869,319.9,4.4,319.0,2.43,12.10,5283.00,3.699,2.5040,13.156,0,0,0,0
K05452.01,FALSE POSITIVE,FALSE POSITIVE,,362.49906,0.5297,12.17,522.5,2.51,277.0,1.40,10.30,6043.00,4.369,1.0650,15.259,1,0,0,0
K05453.01,FALSE POSITIVE,FALSE POSITIVE,,190.65896,0.9508,35.472,552.8,2.54,281.0,1.46,18.30,5508.00,4.549,0.8350,15.043,1,0,0,0
K05454.01,CONFIRMED,CANDIDATE,,509.997402,0.0254,8.481,1267,2.62,182.0,0.26,35.30,5037.00,4.540,0.7560,14.150,0,0,0,0
K05575.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.50650036,0.684,2.762,45.4,0.81,1809.0,2520.53,15.00,6201.00,4.336,1.1260,13.912,0,0,0,1
K05576.01,FALSE POSITIVE,FALSE POSITIVE,,194.48732212,,3.6,,,,,,,,,13.989,1,0,0,0
K05577.01,CANDIDATE,CANDIDATE,,495.51899,0.6052,3.592,297.6,2.94,305.0,2.03,6.60,6043.00,4.038,1.6340,13.500,0,0,0,0
K05578.01,CANDIDATE,CANDIDATE,,388.048463,0.1973,3.456,149.6,3,376.0,4.71,8.30,5779.00,3.765,2.4600,11.084,0,0,0,0
K05579.01,CANDIDATE,CANDIDATE,,34.0269868,0.5682,1.586,361.7,1.57,455.0,10.15,6.20,4999.00,4.514,0.8010,15.592,0,0,0,0
K05580.01,CANDIDATE,CANDIDATE,,173.219879,0.5113,1.875,239.5,2.41,405.0,6.39,5.70,6007.00,4.158,1.5180,13.957,0,0,0,0
K05581.01,CONFIRMED,CANDIDATE,0.9680,374.878133,0.626,10.556,914.6,4.27,282.0,1.49,21.90,5636.00,4.218,1.3540,14.508,0,0,0,0
K05582.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.2362026,1.379,3.148,2019.5,75.83,1378.0,853.62,28.20,6176.00,4.112,1.6310,14.786,0,0,1,0
K05701.01,FALSE POSITIVE,FALSE POSITIVE,,48.55059299,,1.79,,,,,,,,,15.227,1,0,0,0
K05702.01,CANDIDATE,CANDIDATE,,511.882,0.5102,4.822,610,2.56,241.0,0.79,6.50,6141.00,4.454,1.0070,15.462,0,0,0,0
K05703.01,FALSE POSITIVE,FALSE POSITIVE,,247.372131,0.4257,3.271,513.4,2.47,290.0,1.67,12.40,5780.00,4.438,1.0000,13.359,0,0,1,0
K05704.01,CANDIDATE,CANDIDATE,,96.16705,0.1194,2.775,270.7,1.15,313.0,2.26,7.20,5147.00,4.617,0.7160,13.419,0,0,0,0
K05705.01,FALSE POSITIVE,FALSE POSITIVE,,95.254421,0.3116,3.379,465.4,2.2,413.0,6.89,6.10,6063.00,4.476,1.0120,15.833,1,0,0,0
K05706.01,CONFIRMED,CANDIDATE,0.9040,425.483539,0.03,17.856,996.6,3.2,248.0,0.89,19.60,5977.00,4.473,1.0220,15.807,0,0,0,0
K05707.01,CANDIDATE,CANDIDATE,,208.800733,0.3095,1.964,594,2.88,347.0,3.43,4.90,6208.00,4.372,1.1680,15.239,0,0,0,0
K05708.01,FALSE POSITIVE,FALSE POSITIVE,0.9730,7.863361238,0.869,3.42771,18156.7,22.7,1057.0,294.86,723.30,5615.00,4.136,1.4000,12.524,0,1,0,0
K05820.01,FALSE POSITIVE,FALSE POSITIVE,,120.16983803,,3.19,,,,,,,,,12.138,1,0,0,0
K05821.01,CANDIDATE,CANDIDATE,,113.71363032,,2.45,,,,,,,,,15.499,0,0,0,0
K05822.01,CANDIDATE,CANDIDATE,,17.634272,0.1876,1.387,76.7,1.69,842.0,118.84,9.70,4885.00,3.815,1.9790,12.310,0,0,0,0
K05823.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.745086745,0.626,4.29,270,1.29,1654.0,1775.23,61.40,5325.00,4.607,0.7500,15.489,0,1,1,1
K05824.01,FALSE POSITIVE,FALSE POSITIVE,,247.47724314,,7.6,,,,,,,,,15.780,1,0,0,0
K05825.01,CANDIDATE,CANDIDATE,,208.047137,0.1884,3.22,287.5,2.05,363.0,4.12,6.90,5991.00,4.175,1.2000,13.934,0,0,0,0
K05826.01,CANDIDATE,CANDIDATE,,30.561533,0.0124,2.227,585.7,1.53,379.0,4.86,6.90,4294.00,4.609,0.6640,15.871,0,0,0,0
K05827.01,CONFIRMED,CANDIDATE,0.9990,6.10968225,0.108,5.735,60.3,0.79,1093.0,337.78,18.60,6024.00,4.309,1.0090,13.328,0,0,0,0
K05455.01,CANDIDATE,CANDIDATE,,292.09809,0.5155,14.43,528.8,2.09,267.0,1.20,11.40,5955.00,4.534,0.8830,15.003,0,0,0,0
K05456.01,FALSE POSITIVE,FALSE POSITIVE,,11.8045536,0.1533,3.195,128.9,0.94,660.0,44.76,7.00,4971.00,4.482,0.8570,14.274,0,0,1,0
K05457.01,CANDIDATE,CANDIDATE,,578.21623,0.3763,2.707,120.6,3.54,328.0,2.74,3.50,5166.00,3.600,3.2440,11.619,0,0,0,0
K05458.01,CANDIDATE,CANDIDATE,0.9900,56.648588,0.769,4.534,648.9,2.19,377.0,4.77,11.80,5023.00,4.565,0.7820,15.602,0,0,0,0
K05459.01,CANDIDATE,CANDIDATE,0.9440,53.554546,0.62,5.533,127.6,3.1,769.0,82.79,8.90,6039.00,3.760,2.6220,11.470,0,0,0,0
K05460.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.1748772,0.94,7.089,1741,8.8,1410.0,933.10,98.60,5116.00,3.994,1.6190,14.395,0,1,0,1
K05461.01,CANDIDATE,CANDIDATE,,119.079642,0.2275,16.268,422.5,17.89,795.0,94.61,18.00,4849.00,2.942,8.9840,13.468,0,0,0,0
K05462.01,FALSE POSITIVE,FALSE POSITIVE,,371.18648,0.0845,19.929,317.9,2.06,291.0,1.68,18.10,6231.00,4.340,1.1520,13.937,0,0,0,1
K05583.01,CANDIDATE,CANDIDATE,,20.5858591,0.7233,3.069,260.2,1.31,586.0,27.85,6.60,5523.00,4.526,0.7530,15.306,0,0,0,0
K05584.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.90962154,0.146,17.8024,499921,149.1,1127.0,381.27,2345.10,5323.00,3.714,2.0640,14.096,0,1,0,0
K05585.01,CANDIDATE,CANDIDATE,,113.573945,0.1359,3.007,249.6,3.45,496.0,14.32,7.80,5155.00,3.768,2.2330,12.397,0,0,0,0
K05586.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,27.0779813,0.957,138.54,347.5,2.03,597.0,29.98,139.40,5906.00,4.467,0.8500,14.170,1,0,0,0
K05587.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.827660875,1.026,3.986,46676.8,42.1,1664.0,1811.72,890.30,6352.00,4.427,1.0720,14.268,0,1,0,0
K05588.01,CANDIDATE,CANDIDATE,,542.91133,0.3766,15.9,750.1,2.27,199.0,0.37,13.10,5583.00,4.559,0.8240,15.373,0,0,0,0
K05589.01,FALSE POSITIVE,FALSE POSITIVE,,376.554588,0.0963,3.182,481,2,247.0,0.88,5.40,5926.00,4.519,0.9130,14.694,1,0,0,0
K05590.01,FALSE POSITIVE,FALSE POSITIVE,,538.4263,0.3917,12.751,242,3.2,322.0,2.53,16.20,5962.00,3.882,2.0280,12.099,1,0,0,0
K05709.01,FALSE POSITIVE,FALSE POSITIVE,,94.20561159,,6.62,,,,,,,,,11.613,1,0,0,0
K05710.01,FALSE POSITIVE,FALSE POSITIVE,,378.70643955,,14.66,,,,,,,,,15.658,1,0,0,0
K05711.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,78.4286313,1.388,3.7368,83303,85.77,425.0,7.74,112.60,5780.00,4.438,1.0000,15.069,0,1,1,0
K05712.01,CANDIDATE,CANDIDATE,,287.75613,0.2794,5.487,1987,3.4,215.0,0.50,6.60,4965.00,4.586,0.7810,16.925,0,0,0,0
K05713.01,FALSE POSITIVE,FALSE POSITIVE,0.1330,2.53021,1.275,21.79,367.9,41.44,1543.0,1338.82,24.20,5780.00,4.178,1.2960,12.294,0,1,0,0
K05714.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.249000963,0.68,9.6022,58776.2,59.61,2126.0,4838.14,1159.50,6025.00,3.800,2.2930,12.502,0,1,0,0
K05715.01,CANDIDATE,CANDIDATE,,189.961729,0.1845,12.46,699.9,1.93,260.0,1.08,11.90,5335.00,4.613,0.7420,15.713,0,0,0,0
K05716.01,FALSE POSITIVE,FALSE POSITIVE,,121.62387378,,2.73,,,,,,,,,12.209,1,0,0,0
K05836.01,CANDIDATE,CANDIDATE,,202.18722766,,2.77,,,,,,,,,13.762,0,0,0,0
K05837.01,CANDIDATE,CANDIDATE,,280.92070688,,3.48,,,,,,,,,15.261,0,0,0,0
K05838.01,FALSE POSITIVE,FALSE POSITIVE,,432.074696,0.1559,4.763,1088,2.39,193.0,0.32,7.60,5183.00,4.608,0.7390,15.214,1,0,1,0
K05839.01,CANDIDATE,CANDIDATE,,169.415073,0.7546,3.884,239.9,2.32,413.0,6.87,9.80,6362.00,4.238,1.3780,12.427,0,0,0,0
K05840.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,460.77905,0.324,15.541,239.3,4.24,387.0,5.32,12.70,6126.00,3.731,2.7170,13.462,1,0,0,0
K05841.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.21318517,0.924,15.47,2046.1,8.24,1710.0,2017.35,662.90,6712.00,4.159,1.5130,12.520,1,0,0,0
K05842.01,CANDIDATE,CANDIDATE,0.9950,57.7749373,0.044,4.731,283.6,1.85,524.0,17.82,10.40,6277.00,4.417,1.0970,14.753,0,0,0,0
K05843.01,FALSE POSITIVE,FALSE POSITIVE,,331.78248134,,4.94,,,,,,,,,13.789,1,0,0,0
K05463.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.20608769,1.253,2.2272,1660.6,44.46,1941.0,3353.78,66.90,5657.00,4.186,1.3550,14.252,0,1,1,0
K05464.01,FALSE POSITIVE,FALSE POSITIVE,,613.82905,0.2616,18.18,148.2,2.85,307.0,2.10,10.20,5636.00,3.809,2.3570,13.016,1,0,0,0
K05465.01,FALSE POSITIVE,FALSE POSITIVE,,476.80454,0.5619,10.65,143.6,1.12,227.0,0.63,5.70,5806.00,4.473,0.9010,13.879,1,0,0,0
K05466.01,CONFIRMED,CANDIDATE,1.0000,4.09513876,0.97,2.462,181.7,1.75,1122.0,374.30,11.60,5858.00,4.495,0.9630,15.524,0,0,0,0
K05467.01,CANDIDATE,CANDIDATE,,502.8356901,,9.97,,,,,,,,,15.195,0,0,0,0
K05468.01,CANDIDATE,CANDIDATE,,81.704814,0.0021,1.468,297,1.65,442.0,9.04,5.80,6099.00,4.421,0.9500,14.794,0,0,0,0
K05469.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.779615874,0.699,3.932,81.5,0.83,1847.0,2735.51,22.00,5764.00,4.548,0.8630,15.292,0,1,0,1
K05470.01,CANDIDATE,CANDIDATE,,578.21805,0.3937,4.18,637,2.44,223.0,0.59,5.30,6089.00,4.495,0.9500,15.584,0,0,0,0
K05591.01,CANDIDATE,CANDIDATE,,317.009388,0.2991,3.013,326.9,4.03,345.0,3.34,7.50,5066.00,3.787,2.2700,13.555,0,0,0,0
K05592.01,CANDIDATE,CANDIDATE,,482.51701,0.0846,14.791,573,2.3,242.0,0.80,10.30,6168.00,4.488,0.9600,15.054,0,0,0,0
K05593.01,FALSE POSITIVE,FALSE POSITIVE,,224.469892,0.2691,2.952,458.6,2.35,323.0,2.58,5.50,5911.00,4.337,1.0910,14.918,1,0,0,0
K05594.01,FALSE POSITIVE,FALSE POSITIVE,,113.556471,0.1828,2.383,278.7,6.76,651.0,42.48,7.60,4842.00,3.167,4.1640,13.316,1,0,0,0
K05595.01,FALSE POSITIVE,FALSE POSITIVE,,208.02789,0.6065,10.82,255,1.04,196.0,0.35,8.80,4285.00,4.630,0.6320,14.487,1,0,0,0
K05596.01,FALSE POSITIVE,FALSE POSITIVE,,308.024953,0.3366,2.665,352.6,3.55,345.0,3.35,10.20,5220.00,3.808,1.8870,11.879,1,0,0,0
K05597.01,CANDIDATE,CANDIDATE,0.9960,7.77710639,0.196,3.418,77.4,0.73,773.0,84.44,10.60,5073.00,4.481,0.8510,13.725,0,0,0,0
K05717.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33261458,0.936,5.161,1335.3,3.65,1208.0,505.52,17.50,4611.00,4.551,0.7600,17.511,0,0,1,1
K05718.01,CANDIDATE,CANDIDATE,,233.64574,0.0691,10.05,2268,5.2,296.0,1.80,7.60,5780.00,4.438,1.0000,17.106,0,0,0,0
K05719.01,CANDIDATE,CANDIDATE,0.4400,27.285315,0.213,7.47,396.5,2.19,678.0,49.97,9.60,6304.00,4.407,1.0940,14.710,0,0,0,0
K05720.01,FALSE POSITIVE,FALSE POSITIVE,,105.895315,0.093,2.581,1227,2.69,323.0,2.58,7.00,5271.00,4.548,0.7810,15.979,1,0,0,0
K05721.01,FALSE POSITIVE,FALSE POSITIVE,0.1300,61.224558,0.571,4.103,544.2,2.76,525.0,17.89,9.70,6343.00,4.408,1.1400,15.873,0,0,1,0
K05722.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,28.507877538,1.025,3.13331,24372.3,27.79,613.0,33.32,449.00,6131.00,4.497,0.9450,14.876,0,1,0,0
K05723.01,FALSE POSITIVE,FALSE POSITIVE,,444.46522,1.2803,0.767,4084,30.17,189.0,0.30,9.00,5134.00,4.609,0.7460,15.466,1,0,0,0
K05724.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.48039,0.008,6.134,133.7,1.23,969.0,208.42,12.00,6193.00,4.434,1.0670,14.863,0,0,1,1
K05344.01,CANDIDATE,CANDIDATE,,445.351255,0.1716,6.516,420.4,3.66,370.0,4.43,10.60,7202.00,4.112,1.7550,13.735,0,0,0,0
K05345.01,FALSE POSITIVE,FALSE POSITIVE,,72.0153825,0.6038,2.548,177.7,6.94,783.0,88.86,6.80,5099.00,3.299,5.0320,11.888,1,0,0,0
K05346.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,21.12752693,0.157,2.253,51.8,20.93,2349.0,7200.22,18.40,4024.00,1.672,30.8820,8.789,0,0,1,0
K05347.01,FALSE POSITIVE,FALSE POSITIVE,,23.9341825,0.0465,1.607,228.1,1.03,432.0,8.27,6.50,4415.00,4.580,0.7150,14.869,1,0,0,0
K05348.01,FALSE POSITIVE,FALSE POSITIVE,,87.775799,0.8114,1.862,450,2.44,409.0,6.61,6.30,5604.00,4.375,1.0250,15.429,1,0,0,0
K05349.01,FALSE POSITIVE,FALSE POSITIVE,,65.67350728,,2.73,,,,,,,,,15.528,1,0,0,0
K05350.01,FALSE POSITIVE,FALSE POSITIVE,,222.06409878,,2.89,,,,,,,,,14.017,1,0,0,0
K05351.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,35.882272887,0.858,3.95004,101231,35.21,512.0,16.30,3096.90,5840.00,4.570,0.8120,14.295,0,1,0,0
K05471.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,8.780603773,1.127,3.16989,90027.8,52.34,775.0,85.17,1406.90,5487.00,4.563,0.8320,15.674,0,1,0,0
K05472.01,CANDIDATE,CANDIDATE,,97.5137491,0.0922,2.655,279.8,5.27,630.0,37.25,9.10,5437.00,3.570,3.1800,12.603,0,0,0,0
K05473.01,CANDIDATE,CANDIDATE,,549.42772,0.4315,6.09,719.1,2.64,223.0,0.58,12.10,5957.00,4.498,0.9710,14.654,0,0,0,0
K05474.01,CANDIDATE,CANDIDATE,,284.666844,0.3413,2.752,418,8.98,486.0,13.14,5.60,5248.00,3.368,4.4130,13.761,0,0,0,0
K05475.01,CONFIRMED,CANDIDATE,0.9990,224.150923,0.019,12.455,348.6,2.41,369.0,4.40,34.20,6072.00,4.133,1.2860,13.093,0,0,0,0
K05476.01,CANDIDATE,CANDIDATE,1.0000,148.179343,0.102,12.733,466.6,2.52,367.0,4.29,12.50,5635.00,4.278,1.1830,15.563,0,0,0,0
K05477.01,FALSE POSITIVE,FALSE POSITIVE,,551.49832,0.9478,40.92,1874.4,4.89,215.0,0.51,37.00,5926.00,4.532,0.8870,15.536,1,0,0,0
K05478.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,351.2878737,0.712,11.2066,134634,38.47,252.0,0.96,1002.80,5911.00,4.519,0.9140,15.703,0,1,0,0
K05598.01,CANDIDATE,CANDIDATE,,376.934014,0.6546,4.28,382.4,2.13,274.0,1.33,6.10,6074.00,4.369,1.0340,13.797,0,0,0,0
K05599.01,FALSE POSITIVE,FALSE POSITIVE,,46.50446209,,1.37,,,,,,,,,15.682,1,0,0,0
K05600.01,CANDIDATE,CANDIDATE,0.9920,17.168095,0.999,13.04,143.1,4.81,603.0,31.34,8.10,5053.00,3.824,1.9070,14.498,0,0,0,0
K05601.01,FALSE POSITIVE,FALSE POSITIVE,,124.091252,0.031,2.172,281.4,1.3,305.0,2.04,5.70,5275.00,4.571,0.7920,14.152,1,0,0,0
K05602.01,CANDIDATE,CANDIDATE,0.3130,403.163148,0.02,5.735,681.1,2.49,240.0,0.79,12.10,5812.00,4.504,0.9630,14.624,0,0,0,0
K05603.01,CANDIDATE,CANDIDATE,,341.557931,0.6746,3.365,433,6.81,393.0,5.65,9.60,5138.00,3.551,3.0980,12.472,0,0,0,0
K05604.01,CANDIDATE,CANDIDATE,,476.91977,0.5589,5.07,193.6,2.49,321.0,2.49,7.40,6282.00,4.063,1.7250,12.952,0,0,0,0
K05605.01,CANDIDATE,CANDIDATE,0.9990,9.011888,0.948,4.167,987.6,7.04,1105.0,351.97,15.50,5627.00,4.002,1.7350,14.321,0,0,0,0
K05725.01,CANDIDATE,CANDIDATE,,351.25069,0.1777,3.648,1324,2.23,186.0,0.28,6.50,4828.00,4.630,0.6300,15.806,0,0,0,0
K05726.01,FALSE POSITIVE,FALSE POSITIVE,,212.771978,0.2065,2.115,1239,2.84,255.0,1.00,6.90,5122.00,4.505,0.8240,15.788,1,0,0,0
K05727.01,CANDIDATE,CANDIDATE,,65.3558881,0.4827,2.165,1158,2.61,337.0,3.05,9.60,4703.00,4.550,0.7640,15.676,0,0,0,0
K05728.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,18.0766788,0.822,3.06,28831,19.47,694.0,54.73,26.60,5780.00,4.438,1.0000,16.667,0,1,1,1
K05729.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33255577,0.199,4.282,126.5,0.97,1420.0,961.41,15.40,5122.00,4.469,0.8810,15.916,0,1,1,1
K05730.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33259275,0.833,4.014,79.1,0.97,1703.0,1983.27,15.90,6091.00,4.487,0.9670,15.300,0,1,1,1
K05731.01,FALSE POSITIVE,FALSE POSITIVE,0.0130,36.6092739,0.26,1.835,1102,52.42,1623.0,1640.55,7.60,4770.00,2.319,16.1140,13.823,1,0,1,0
K05732.01,CANDIDATE,CANDIDATE,0.9920,39.399926,0.544,5.729,341.4,1.52,499.0,14.66,9.40,5913.00,4.581,0.7950,15.453,0,0,0,0
K05352.01,CANDIDATE,CANDIDATE,,270.1430241,,6.32,,,,,,,,,15.059,0,0,0,0
K05353.01,FALSE POSITIVE,FALSE POSITIVE,0.5680,0.812592362,1.007,1.5646,6945.8,25.84,2912.0,16928.43,226.60,7117.00,4.153,1.6400,14.235,0,0,1,0
