kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
K03053.01,CONFIRMED,CANDIDATE,0.9590,42.5217006,0.495,5.723,685.6,2.45,510.0,15.97,14.70,5911.00,4.519,0.9140,15.761,0,0,0,0
K03055.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.566805887,0.762,5.2317,1.7,0.08,1554.0,1368.32,0.80,5000.00,4.708,0.5490,14.648,1,0,0,1
K03056.01,CONFIRMED,CANDIDATE,0.9720,6.69958851,0,2.831,253.7,1.24,806.0,99.83,13.60,5296.00,4.586,0.7990,15.883,0,0,0,0
K00287.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,14.170972781,0.579,3.7316,13496.5,20.88,1288.0,650.07,308.10,8347.00,4.231,1.7150,11.054,0,1,0,0
K03135.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332562831,1.241,6.24,297.9,24.29,1532.0,1301.29,37.30,5718.00,4.549,0.8630,15.846,0,1,1,1
K03136.01,CONFIRMED,CANDIDATE,0.9900,2.39161966,0.299,1.906,189.2,0.93,1031.0,266.01,13.60,4935.00,4.589,0.6850,15.738,0,0,0,0
K03140.01,CONFIRMED,CANDIDATE,0.9680,5.68879083,0.39,2.55,241.5,0.99,645.0,40.88,13.80,4234.00,4.630,0.6390,15.561,0,0,0,0
K03141.01,CONFIRMED,CANDIDATE,0.8930,2.31941571,0.429,1.591,96.4,1.24,1490.0,1164.84,11.70,5624.00,4.256,1.2480,14.869,0,0,0,0
K00337.01,CONFIRMED,CANDIDATE,1.0000,19.7830259,0.015,5.4898,373.2,2.1,708.0,59.39,41.80,5747.00,4.335,1.0990,13.936,0,0,0,0
K00051.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,10.431146765,1.225,3.8853,29375.6,50.44,833.0,114.02,400.20,5780.00,4.438,1.0000,13.761,0,1,1,0
K00338.01,CONFIRMED,CANDIDATE,1.0000,7.0106324,0.683,3.0688,327.3,1.5,738.0,70.32,48.70,4908.00,4.567,0.7820,13.448,0,0,0,0
K00338.02,CONFIRMED,CANDIDATE,0.9990,3.10762684,0.7,2.361,77.2,0.73,968.0,207.72,15.60,4908.00,4.567,0.7820,13.448,0,0,0,0
K00339.01,CONFIRMED,CANDIDATE,1.0000,1.980356674,0.713,2.4743,271.9,2.1,1662.0,1808.41,71.90,6078.00,4.290,1.1890,13.763,0,0,0,0
K00339.02,CONFIRMED,CANDIDATE,1.0000,12.8344771,0.956,3.846,281,2.55,891.0,149.42,35.00,6078.00,4.290,1.1890,13.763,0,0,0,0
K02975.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,175.329014,1.231,6.269,1059.1,27.03,327.0,2.69,16.70,6008.00,4.499,0.9300,15.310,0,1,0,0
K02976.01,CANDIDATE,CANDIDATE,0.9890,21.61313362,0.714,1.52,818.1,1.94,503.0,15.14,13.80,5267.00,4.681,0.6320,15.862,0,0,0,0
K02977.01,CONFIRMED,CANDIDATE,1.0000,2.7881793,0.058,3.397,55.8,1.02,1510.0,1228.07,17.70,5758.00,4.168,1.3850,13.710,0,0,0,0
K02977.02,CONFIRMED,CANDIDATE,0.9840,4.13827684,0.499,3.449,63.8,1.13,1324.0,725.53,16.80,5758.00,4.168,1.3850,13.710,0,0,0,0
K02978.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.61846258,0.013,3.505,275.3,1.03,843.0,119.68,18.70,4266.00,4.626,0.6430,15.593,0,0,1,1
K03057.01,CONFIRMED,CANDIDATE,0.9970,29.72722,0.744,3.45,1010.2,3.02,557.0,22.70,19.40,5815.00,4.540,0.8770,15.855,0,0,0,0
K00284.01,CONFIRMED,CANDIDATE,0.9710,18.01019956,0.966,3.516,177.7,1.93,758.0,77.99,43.40,5931.00,4.322,1.1010,11.818,0,0,0,0
K03057.02,CONFIRMED,CANDIDATE,1.0000,10.61368712,0.024,3.498,559.8,2.06,785.0,89.65,18.90,5815.00,4.540,0.8770,15.855,0,0,0,0
K03058.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.53887442,0.727,3.147,342.1,1.33,751.0,75.14,13.60,5318.00,4.601,0.6670,15.504,0,0,1,0
K03059.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.53633519,0.489,1.0547,444.1,1.81,1974.0,3603.58,29.90,5508.00,4.569,0.8400,15.546,0,0,1,0
K03142.01,CANDIDATE,CANDIDATE,0.9620,27.9430245,0.052,6.125,308.6,2.21,718.0,62.74,12.30,6468.00,4.363,1.2500,15.243,0,0,0,0
K03144.01,CONFIRMED,CANDIDATE,0.8580,8.07394097,0.928,2.455,1056,1.59,420.0,7.33,16.00,3675.00,4.869,0.3980,16.109,0,0,0,0
K03145.01,CONFIRMED,CANDIDATE,1.0000,4.53702121,0.706,1.813,504.4,1.66,798.0,95.61,15.70,4805.00,4.633,0.6880,15.689,0,0,0,0
K03145.02,CANDIDATE,CANDIDATE,0.8580,0.977311489,0.01,1.403,250.7,1.06,1331.0,737.36,14.80,4805.00,4.633,0.6880,15.689,0,0,0,0
K03146.01,CONFIRMED,CANDIDATE,0.7680,39.859505,0.398,7.987,155.5,1.62,597.0,29.97,13.90,5675.00,4.209,1.2920,14.131,0,0,0,0
K00340.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,23.6731242,0.21,14.3948,23112.9,17.74,676.0,49.42,842.30,5769.00,4.338,1.1770,13.057,0,1,0,0
K00341.01,CONFIRMED,CANDIDATE,1.0000,7.170710381,0.188,2.9225,863.3,2.73,890.0,148.09,89.30,5497.00,4.437,0.9410,13.338,0,0,0,0
K00341.02,CONFIRMED,CANDIDATE,1.0000,4.699652821,0.135,2.553,351.4,1.74,1024.0,260.54,41.60,5497.00,4.437,0.9410,13.338,0,0,0,0
K00343.01,CONFIRMED,CANDIDATE,1.0000,4.761705895,0.384,3.3061,497.1,2.75,1201.0,491.37,138.50,5794.00,4.263,1.2250,13.203,0,0,0,0
K00343.02,CONFIRMED,CANDIDATE,1.0000,2.024143568,0.513,2.5273,239.4,1.94,1597.0,1535.09,88.40,5794.00,4.263,1.2250,13.203,0,0,0,0
K02979.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.371288853,0.953,1.4528,66.2,1.15,1837.0,2695.60,16.90,6220.00,4.378,1.1080,13.328,0,0,1,0
K00280.01,CONFIRMED,CANDIDATE,1.0000,11.87290814,0.904,2.5342,332.7,2.25,863.0,131.55,84.70,6147.00,4.412,1.0400,11.072,0,0,0,0
K02980.01,CONFIRMED,CANDIDATE,0.9870,1.638652525,0.365,1.952,166.9,1.29,1610.0,1585.07,16.40,6119.00,4.472,0.9810,15.490,0,0,0,0
K02981.01,CONFIRMED,CANDIDATE,0.2540,9.06687613,0.928,3.381,367.2,1.9,725.0,65.52,14.60,5142.00,4.515,0.7890,15.737,0,0,0,0
K02982.01,CONFIRMED,CANDIDATE,0.9990,4.0223109,0.741,0.853,227.8,1.37,1017.0,253.28,11.00,5516.00,4.544,0.8270,14.264,0,0,0,0
K03060.01,CONFIRMED,CANDIDATE,0.9770,6.9131732,0.264,4.73,39.1,0.91,1209.0,505.00,12.50,6296.00,4.210,1.4440,12.788,0,0,0,0
K03061.01,CONFIRMED,CANDIDATE,0.9810,7.32851947,0.983,1.211,277.8,2.33,807.0,100.13,14.00,5135.00,4.464,0.8740,14.316,0,0,0,0
K03063.01,CONFIRMED,CANDIDATE,1.0000,18.6052046,0.093,6.829,242.5,1.94,833.0,113.88,13.10,6572.00,4.365,1.2380,15.665,0,0,0,0
K03064.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.332562787,1.24,6.28,1111.9,29.1,1703.0,1983.27,125.20,6091.00,4.487,0.9670,15.952,1,0,1,1
K03065.01,CANDIDATE,CANDIDATE,0.9990,0.896382269,0.332,1.113,136.4,1,1810.0,2524.81,11.70,5837.00,4.502,0.8430,14.603,0,0,0,0
K03147.01,CONFIRMED,CANDIDATE,0.9970,39.4420781,0.42,7.029,172.4,2.51,682.0,51.14,15.20,5430.00,3.923,1.9020,14.268,0,0,0,0
K00288.01,CONFIRMED,CANDIDATE,1.0000,10.27532513,0.315,6.3093,209.7,3.04,1211.0,508.21,99.50,6150.00,3.960,2.0860,11.020,0,0,0,0
K03148.01,FALSE POSITIVE,FALSE POSITIVE,0.0140,11.50528603,0.461,2.098,260.2,1.83,912.0,163.79,11.40,6355.00,4.410,1.1080,15.191,0,0,1,0
K00289.01,CONFIRMED,CANDIDATE,1.0000,26.62941953,0.015,7.8709,492.8,3.13,742.0,71.75,106.90,5866.00,4.117,1.4170,12.747,0,0,0,0
K00289.02,CONFIRMED,CANDIDATE,1.0000,296.6375817,0.429,16.425,2763.1,7.56,332.0,2.88,250.00,5866.00,4.117,1.4170,12.747,0,0,0,0
K00343.03,CONFIRMED,CANDIDATE,0.9980,41.8085031,0.011,7.797,190.4,1.67,582.0,27.15,27.30,5794.00,4.263,1.2250,13.203,0,0,0,0
K00052.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.98786272,0.621,2.5814,42789,17.82,1064.0,303.15,98.00,5231.00,4.544,0.8210,13.109,0,1,0,0
K00344.01,CONFIRMED,CANDIDATE,1.0000,39.30944096,0.028,5.77,1132.1,2.87,488.0,13.46,122.90,5607.00,4.536,0.8630,13.400,0,0,0,0
K00345.01,CONFIRMED,CANDIDATE,1.0000,29.88487723,0.658,4.5612,1275.7,2.81,453.0,9.95,128.30,4883.00,4.549,0.7490,13.340,0,0,0,0
K00346.01,CONFIRMED,CANDIDATE,1.0000,12.92489803,0.768,2.6811,959,2.62,620.0,34.95,49.50,5103.00,4.584,0.7680,13.524,0,0,0,0
K02984.01,CANDIDATE,CANDIDATE,0.9890,11.45541896,0.116,4.95,68.6,1.12,975.0,213.86,15.80,6231.00,4.276,1.3560,13.066,0,0,0,0
K02985.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.575884418,1.258,2.0734,272.2,31.17,2397.0,7790.32,43.20,6290.00,4.442,1.0440,15.024,0,0,1,0
K02986.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.562555067,0.527,1.7402,198.3,1.21,2046.0,4128.40,21.70,5793.00,4.561,0.8320,15.945,0,1,1,1
K03429.04,CANDIDATE,CANDIDATE,0.5080,44.433726,0.624,6.118,239.6,1.85,538.0,19.73,8.00,5596.00,4.298,1.1450,15.364,0,0,0,0
K02987.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.993703494,0.436,0.7645,67.4,2.32,3257.0,26588.40,14.50,6854.00,3.808,2.7150,12.928,0,0,1,0
K02989.01,CONFIRMED,CANDIDATE,1.0000,6.33125228,0.094,2.688,306.6,1.31,822.0,108.04,16.20,5383.00,4.603,0.7590,15.411,0,0,0,0
K03066.01,CONFIRMED,CANDIDATE,0.8870,24.2204192,0.032,3.271,806.3,2.1,505.0,15.43,14.00,5165.00,4.599,0.7610,15.911,0,0,0,0
K03067.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,30.9597053,1.191,5.42,410.7,16.63,438.0,8.67,13.70,4947.00,4.621,0.7140,15.082,0,1,1,1
K00284.02,CONFIRMED,CANDIDATE,0.9190,6.41491277,0.869,3.3629,121,1.4,1069.0,309.12,51.10,5931.00,4.322,1.1010,11.818,0,0,0,0
K01175.03,FALSE POSITIVE,FALSE POSITIVE,0.3780,93.881556,0.008,20.644,188.7,2.02,479.0,12.42,23.70,5676.00,4.100,1.4870,13.290,1,0,0,0
K03068.01,CANDIDATE,CANDIDATE,0.9920,3.91679553,0.007,2.072,161.3,0.85,851.0,123.73,13.20,4889.00,4.637,0.6860,14.976,0,0,0,0
K03069.01,CANDIDATE,CANDIDATE,1.0000,43.1024434,0.011,7.124,299.8,1.88,539.0,19.96,14.30,5741.00,4.365,1.0970,14.914,0,0,0,0
K00290.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.683395376,0.763,1.8592,234.7,2.55,1860.0,2833.83,52.90,6958.00,4.195,1.5290,12.269,0,0,1,0
K00291.01,CONFIRMED,CANDIDATE,0.9950,31.51779463,0.561,7.634,357.6,2.72,663.0,45.68,63.20,5611.00,4.144,1.4000,12.848,0,0,0,0
K00291.02,CONFIRMED,CANDIDATE,1.0000,8.12999858,0.896,2.1492,148,2.04,1041.0,277.89,26.10,5611.00,4.144,1.4000,12.848,0,0,0,0
K02243.03,CANDIDATE,CANDIDATE,0.9720,31.4452709,0.97,1.758,531.1,4.55,721.0,63.78,12.70,6172.00,4.198,1.4710,14.806,0,0,0,0
K00044.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,66.46746217,0.116,19.6638,12643.7,11.97,466.0,11.18,1049.30,5843.00,4.403,1.0730,13.483,0,1,0,0
K00292.01,CONFIRMED,CANDIDATE,1.0000,2.586639524,0.349,2.253,217.7,1.44,1328.0,735.48,77.30,5780.00,4.421,0.9660,12.872,0,0,0,0
K00347.01,FALSE POSITIVE,FALSE POSITIVE,0.3510,2.671942657,0.982,1.9119,15942,22.36,1458.0,1069.47,97.50,6116.00,4.335,1.0550,13.318,0,1,0,0
K00348.01,CONFIRMED,CANDIDATE,1.0000,28.51117639,0.77,4.5941,1844.6,3.27,423.0,7.55,145.50,4687.00,4.627,0.6900,13.933,0,0,0,0
K00349.01,CONFIRMED,CANDIDATE,1.0000,14.38682567,0.021,2.1417,569.6,2.54,776.0,85.46,61.70,5725.00,4.353,1.0720,13.586,0,0,0,0
K02924.02,CANDIDATE,CANDIDATE,0.9170,8.85686712,0.923,0.606,319.2,1.88,714.0,61.54,11.90,5017.00,4.516,0.7970,14.589,0,0,0,0
K00350.01,CANDIDATE,CANDIDATE,0.9830,12.99065074,0.068,2.3748,392.3,2.02,790.0,92.12,42.50,5787.00,4.402,1.0270,13.387,0,0,0,0
K00351.01,CONFIRMED,CANDIDATE,0.0000,331.5972732,0.02,14.404,8322.1,10.89,294.0,1.76,355.00,5970.00,4.317,1.2000,13.804,0,0,0,0
K02990.01,CONFIRMED,CANDIDATE,1.0000,11.20058855,0.956,4.562,219.9,1.7,808.0,100.91,19.20,6038.00,4.524,0.8980,14.982,0,0,0,0
K02991.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.50179931,0.256,3.275,100.1,0.72,1229.0,540.71,19.10,5024.00,4.613,0.7360,14.762,0,0,1,1
K00042.01,CONFIRMED,CANDIDATE,1.0000,17.83367834,0.013,4.5112,326.9,2.43,866.0,132.94,154.50,6407.00,4.268,1.3370,9.364,0,0,0,0
K00281.01,CONFIRMED,CANDIDATE,1.0000,19.55662003,0.606,8.087,298.9,2.45,797.0,95.35,111.00,5671.00,4.094,1.3600,11.947,0,0,0,0
K02992.01,CANDIDATE,CANDIDATE,0.9000,82.6595174,0.579,3.48,1270.7,2.03,233.0,0.70,17.10,3952.00,4.716,0.5530,15.995,0,0,0,0
K02994.01,CONFIRMED,CANDIDATE,0.9960,2.03387483,0.238,3.097,73.6,1.6,1789.0,2422.92,15.70,5282.00,3.913,1.8990,14.621,0,0,0,0
K03070.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,5.07538255,0.919,1.7,163.1,1.74,1154.0,419.23,16.00,5933.00,4.334,1.1180,14.196,0,0,1,0
K03071.01,CONFIRMED,CANDIDATE,0.9330,23.9553986,0.669,3.204,228.7,2.84,741.0,71.16,13.90,5011.00,3.903,1.7810,14.553,0,0,0,0
K03072.01,CANDIDATE,CANDIDATE,0.0000,24.3367026,0.577,2.539,551.1,1.95,526.0,18.07,13.40,5141.00,4.505,0.8060,15.581,0,0,0,0
K03073.01,CANDIDATE,CANDIDATE,0.9940,7.40985182,0.234,1.131,201.1,1.18,818.0,105.91,13.50,5462.00,4.560,0.8360,14.449,0,0,0,0
K03074.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.02425556,1.312,2.6439,1631.7,29.83,1503.0,1211.99,40.60,5337.00,4.594,0.7640,16.695,0,0,1,0
K00293.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.63958598,0.014,2.768,83.4,1.52,1587.0,1496.31,28.10,6591.00,4.024,1.6460,12.057,0,0,1,1
K02263.03,CANDIDATE,CANDIDATE,0.5520,15.5943758,0.5,7.367,95.4,1.08,801.0,97.35,11.90,6249.00,4.428,1.0760,14.456,0,0,0,0
K00294.01,CONFIRMED,CANDIDATE,0.5900,34.4359387,0.017,5.82,424.5,2.78,652.0,42.68,52.60,5929.00,4.243,1.3630,12.674,0,0,0,0
K00295.01,CONFIRMED,CANDIDATE,1.0000,5.317440164,0.72,2.9331,292.5,1.94,1105.0,351.52,80.90,5923.00,4.377,1.0540,12.324,0,0,0,0
K00295.02,CONFIRMED,CANDIDATE,0.9580,10.10575764,0.828,2.0138,116.8,1.28,892.0,149.40,19.90,5923.00,4.377,1.0540,12.324,0,0,0,0
K00296.01,CONFIRMED,CANDIDATE,1.0000,28.86236571,0.778,5.4033,449.2,2.53,623.0,35.56,64.40,5725.00,4.326,1.0880,12.935,0,0,0,0
K00351.02,CONFIRMED,CANDIDATE,0.8800,210.6013843,0.002,11.9922,4159.3,7.7,342.0,3.22,232.40,5970.00,4.317,1.2000,13.804,0,0,0,0
K02926.05,CANDIDATE,CANDIDATE,0.8890,75.731195,0.9,4.859,2496,3.47,237.0,0.74,16.30,3891.00,4.718,0.5640,16.279,0,0,0,0
K00351.03,CONFIRMED,CANDIDATE,0.9990,59.7371443,0.005,8.0006,566.4,2.84,520.0,17.26,43.50,5970.00,4.317,1.2000,13.804,0,0,0,0
K00053.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.388887193,0.387,2.4475,11267.8,10.72,1212.0,511.30,162.90,5780.00,4.438,1.0000,13.513,0,1,1,0
K00352.01,CONFIRMED,CANDIDATE,1.0000,27.08239734,0.915,5.0119,423.2,3.25,703.0,57.77,40.90,5857.00,4.204,1.3050,13.770,0,0,0,0
K00353.01,CANDIDATE,CANDIDATE,1.0000,152.1060435,0.878,7.4517,3688.3,11.58,458.0,10.36,116.30,6200.00,4.072,1.6400,13.374,0,0,0,0
K00353.02,CONFIRMED,CANDIDATE,0.9890,30.6528935,0.682,4.99,269.7,2.86,780.0,87.69,17.40,6200.00,4.072,1.6400,13.374,0,0,0,0
K03646.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.512869432,1.263,4.015,2313,31.12,2185.0,5384.53,133.90,5853.00,4.529,0.8950,16.095,0,1,1,0
K02995.01,CONFIRMED,CANDIDATE,0.9870,5.19492747,0.093,3.167,272.9,2.03,1238.0,554.37,16.50,6415.00,4.374,1.2240,15.598,0,0,0,0
K02996.01,CONFIRMED,CANDIDATE,1.0000,15.9314412,0.604,2.435,556.7,1.77,596.0,29.83,14.80,5380.00,4.616,0.7210,15.688,0,0,0,0
K02997.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.33251589,0.53,4.216,140.5,1.3,1747.0,2207.85,22.20,5701.00,4.291,1.0680,15.255,0,0,0,1
K02998.01,CONFIRMED,CANDIDATE,1.0000,28.227413,0.025,5.782,1113.4,2.82,565.0,24.03,25.30,5858.00,4.553,0.8490,15.873,0,0,0,0
K02999.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.545544979,0.604,1.954,92.6,0.93,2240.0,5913.74,24.80,6050.00,4.509,0.9200,14.914,0,1,1,0
K01232.02,FALSE POSITIVE,FALSE POSITIVE,0.0000,419.97507836,0.68,12.1687,275.1,1.53,215.0,0.51,5.90,5316.00,4.477,0.8720,14.427,1,0,1,0
K03075.01,CONFIRMED,CANDIDATE,0.9830,4.76559056,0.14,2.2,67.5,0.92,1167.0,439.42,15.20,5702.00,4.258,1.1250,12.994,0,0,0,0
K03078.01,CONFIRMED,CANDIDATE,1.0000,2.98618134,0.249,2.969,122.9,1.16,1356.0,798.35,12.00,6173.00,4.447,1.0410,15.330,0,0,0,0
K03081.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,25.9200092,0.054,5.609,331.4,1.28,515.0,16.59,10.90,5517.00,4.631,0.7040,15.406,0,0,1,0
K00284.03,CONFIRMED,CANDIDATE,0.9980,6.17817366,0.775,3.2601,101.9,1.22,1082.0,324.69,43.50,5931.00,4.322,1.1010,11.818,0,0,0,0
K03082.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.04516705,0.74,3.625,154.8,2.9,2945.0,17791.98,16.50,9206.00,4.112,2.1570,14.978,0,0,1,1
K02264.02,CANDIDATE,CANDIDATE,0.9830,7.25101997,0.314,2.799,122.8,0.91,807.0,100.18,12.20,5382.00,4.571,0.8270,14.477,0,0,0,0
K00297.01,CONFIRMED,CANDIDATE,1.0000,5.65178922,0.906,3.0933,134.1,2.03,1248.0,574.71,39.50,6085.00,4.218,1.4630,12.182,0,0,0,0
K00298.01,CONFIRMED,CANDIDATE,1.0000,19.96367208,0.846,2.6403,270.9,1.5,564.0,23.88,36.30,5250.00,4.541,0.7900,12.713,0,0,0,0
K00298.02,CANDIDATE,CANDIDATE,0.9150,57.3840375,0.954,4.336,241.7,1.62,397.0,5.85,22.90,5250.00,4.541,0.7900,12.713,0,0,0,0
K00299.01,CONFIRMED,CANDIDATE,1.0000,1.541676547,0.362,1.9118,296.5,1.88,1592.0,1517.84,94.10,5533.00,4.337,1.0890,12.899,0,0,0,0
K00045.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.397185875,0.755,5.8638,18887,15.02,981.0,218.59,394.70,5780.00,4.438,1.0000,13.133,0,1,0,0
K00300.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.976020742,0.721,3.73,114.9,2.07,1740.0,2169.16,60.60,5947.00,3.939,1.7960,12.302,0,0,1,1
K00354.01,CONFIRMED,CANDIDATE,1.0000,15.95995611,0.526,4.3149,523.2,2.27,721.0,63.95,70.90,5936.00,4.501,0.9650,13.235,0,0,0,0
K00354.02,CONFIRMED,CANDIDATE,0.9980,7.37867551,0.513,3.349,125.1,1.11,933.0,178.68,22.30,5936.00,4.501,0.9650,13.235,0,0,0,0
K00355.01,CONFIRMED,CANDIDATE,1.0000,4.903321801,0.016,2.8887,334.5,2.37,1247.0,570.65,84.50,6045.00,4.276,1.2980,13.174,0,0,0,0
K00356.01,CONFIRMED,CANDIDATE,1.0000,1.82708193,0.033,1.96401,1164.7,5.95,1877.0,2925.17,273.70,5311.00,3.864,1.7690,13.807,0,0,0,0
K00358.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,22.845241036,0.617,5.3007,45676.5,30.35,762.0,79.78,3845.40,5926.00,4.187,1.3510,13.883,0,1,0,0
K04146.02,CANDIDATE,CANDIDATE,1.0000,2.5738437,0.044,1.92,46.6,0.57,1129.0,384.24,10.90,5115.00,4.477,0.8540,13.632,0,0,0,0
K03000.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,18.3980827,0.587,4.438,145,1.26,686.0,52.31,17.20,5605.00,4.381,1.0150,14.168,0,0,1,0
K03002.01,CONFIRMED,CANDIDATE,0.9960,11.62904159,0.925,2.97,88,1.31,854.0,125.89,13.70,5721.00,4.307,1.1310,13.256,0,0,0,0
K03003.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,13.6550963,0.235,4.117,196.3,1.35,780.0,87.46,14.60,6065.00,4.487,0.9620,14.818,0,0,1,0
K00282.01,CONFIRMED,CANDIDATE,1.0000,27.50871575,0.577,5.9291,639.2,2.98,663.0,45.66,190.30,5903.00,4.304,1.1370,11.529,0,0,0,0
K03004.01,CONFIRMED,CANDIDATE,0.9830,20.0708757,0.643,6.354,405.7,3.2,826.0,110.19,12.80,5902.00,4.128,1.5130,14.935,0,0,0,0
K01236.04,CONFIRMED,CANDIDATE,0.9400,98.353149,0.906,24.708,423,4.13,552.0,21.96,30.50,6366.00,4.045,1.6970,13.659,0,0,0,0
K03083.01,CANDIDATE,CANDIDATE,0.9630,10.18318233,0.449,3.137,51.5,0.79,867.0,133.56,11.20,5843.00,4.421,1.0840,12.857,0,0,0,0
K03083.02,CANDIDATE,CANDIDATE,0.9790,6.2321233,0.32,2.85,31.7,0.61,1021.0,256.72,8.50,5843.00,4.421,1.0840,12.857,0,0,0,0
K03083.03,CANDIDATE,CANDIDATE,0.6730,8.2942929,0.006,3.976,36.8,0.65,928.0,175.39,10.10,5843.00,4.421,1.0840,12.857,0,0,0,0
K03084.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.540411479,0.781,1.703,107.1,0.92,1446.0,1029.25,12.10,5769.00,4.570,0.8120,14.991,0,0,1,1
K03085.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.74785358,0.468,3.713,98.2,0.89,1093.0,337.14,18.80,5706.00,4.537,0.8860,14.323,0,0,1,1
K00520.03,CONFIRMED,CANDIDATE,1.0000,25.75274977,0.516,2.7678,738.9,2.27,501.0,14.88,36.70,4963.00,4.501,0.8260,14.550,0,0,0,0
K00521.01,CONFIRMED,CANDIDATE,1.0000,10.161023528,0.716,3.1627,1653.9,4.62,904.0,157.97,111.10,6032.00,4.387,1.0600,14.633,0,0,0,0
K00522.01,CANDIDATE,CANDIDATE,1.0000,12.82993461,0.594,2.942,1417.4,3.31,734.0,68.41,79.60,5862.00,4.555,0.8440,14.406,0,0,0,0
K00523.01,CONFIRMED,CANDIDATE,0.9890,49.41121127,0.885,5.278,3184,6.77,497.0,14.48,125.40,5768.00,4.434,1.0150,15.000,0,0,0,0
K00523.02,CONFIRMED,CANDIDATE,1.0000,36.8567758,0.05,7.495,714.1,2.68,549.0,21.40,43.80,5768.00,4.434,1.0150,15.000,0,0,0,0
K02964.02,FALSE POSITIVE,FALSE POSITIVE,0.1890,35.080928,0.712,6.92,100.7,1.21,610.0,32.63,7.60,6007.00,4.353,1.1260,14.089,1,0,0,0
K00574.02,CONFIRMED,CANDIDATE,0.9990,10.39986173,0.757,3.377,275.3,1.5,678.0,49.86,22.80,4963.00,4.501,0.8260,14.859,0,0,0,0
K00090.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.828206212,0.615,1.737,132.3,3.88,3274.0,27125.50,68.10,5812.00,3.598,3.2270,11.743,0,0,1,1
K00575.01,CONFIRMED,CANDIDATE,1.0000,24.31574009,0.653,4.1344,643.3,2.8,683.0,51.53,42.50,6242.00,4.442,1.0470,14.686,0,0,0,0
K00576.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,199.443024,0.932,7.409,4036,9.3,332.0,2.86,55.10,5646.00,4.278,1.1530,14.546,0,1,1,1
K00577.01,CONFIRMED,CANDIDATE,0.9260,39.6766071,0.639,5.04,611.2,2.29,473.0,11.85,24.90,5244.00,4.449,0.8880,14.405,0,0,0,0
K04260.03,FALSE POSITIVE,FALSE POSITIVE,0.0470,358.66044,0.062,16.732,133.8,1.62,304.0,2.02,15.60,5619.00,4.070,1.4060,11.443,1,0,0,0
K00421.01,CONFIRMED,CANDIDATE,1.0000,4.454194254,0.479,2.3061,16041.5,11.76,1017.0,252.22,1022.20,5359.00,4.425,0.9150,14.995,0,0,0,0
K00422.01,CANDIDATE,CANDIDATE,0.0000,809.0141881,0.717,8.3017,16311.3,14.38,216.0,0.51,212.90,6230.00,4.397,1.0470,14.740,0,0,0,0
K00423.01,CONFIRMED,CANDIDATE,1.0000,21.0871953,0.065,5.92691,8894.7,14.43,873.0,137.06,556.20,6266.00,4.101,1.5220,14.327,0,0,0,0
K00424.01,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.575631524,1.065,2.59202,25626.6,28.66,1577.0,1464.43,465.40,6202.00,4.537,0.8580,14.731,0,1,0,0
